,ClassificationCode,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,STUDENTAID_MEN,STUDENTAID_WOMEN,STUDENTAID_TOTAL,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,RECRUITEXP_TOTAL,HDCOACH_SALARY_MEN,HDCOACH_SALARY_WOMEN,NUM_HDCOACH_MEN,NUM_HDCOACH_WOMEN,HDCOACH_SAL_FTE_MEN,HDCOACH_SAL_FTE_WOMN,FTE_HDCOACH_MEN,FTE_HDCOACH_WOMEN,ASCOACH_SALARY_MEN,ASCOACH_SALARY_WOMEN,NUM_ASCOACH_MEN,NUM_ASCOACH_WOMEN,ASCOACH_SAL_FTE_MEN,ASCOACH_SAL_FTE_WOMN,FTE_ASCOACH_MEN,FTE_ASCOACH_WOMEN,IL_PARTIC_MEN,IL_PARTIC_WOMEN,IL_SUM_PARTIC_MEN,IL_SUM_PARTIC_WOMEN,IL_OPEXPPERPART_MEN,IL_OPEXPPERTEAM_MEN,IL_OPEXPPERPART_WOMEN,IL_OPEXPPERTEAM_WOMEN,IL_TOTAL_OPEXP_MENWOMEN,IL_SUM_OPEXPPERPART_MEN,IL_SUM_OPEXPPERTEAM_MEN,IL_SUM_OPEXPPERPART_WOMEN,IL_SUM_OPEXPPERTEAM_WOMEN,IL_MEN_FTHEADCOACH_MALE,IL_MEN_PTHEADCOACH_MALE,IL_MEN_FTUNIVEMPLOY_MALE,IL_MEN_PTUNIVEMPLOY_MALE,IL_MEN_FTHEADCOACH_FEM,IL_MEN_PTHEADCOACH_FEM,IL_MEN_FTUNIVEMPLOY_FEM,IL_MEN_PTUNIVEMPLOY_FEM,IL_MEN_TOTAL_HEADCOACH,IL_WOMEN_FTHDCOACH_MALE,IL_WOMEN_PTHDCOACH_MALE,IL_WOMEN_FTUNIVEMP_MALE,IL_WOMEN_PTUNIVEMP_MALE,IL_WOMEN_FTHDCOACH_FEM,IL_WOMEN_PTHDCOACH_FEM,IL_WOMEN_FTUNIVEMP_FEM,IL_WOMEN_PTUNIVEMP_FEM,IL_WOMEN_TOTAL_HDCOACH,IL_SUM_FTHDCOACH_MALE,IL_SUM_PTHDCOACH_MALE,IL_SUM_FTUNIVEMP_MALE,IL_SUM_PTUNIVEMP_MALE,IL_SUM_FTHDCOACH_FEM,IL_SUM_PTHDCOACH_FEM,IL_SUM_FTUNIVEMP_FEM,IL_SUM_PTUNIVEMP_FEM,IL_SUM_TOTAL_HDCOACH,IL_MEN_FTASCOACH_MALE,IL_MEN_PTASCOACH_MALE,IL_MEN_FTACUNIVEMP_MALE,IL_MEN_PTACUNIVEMP_MALE,IL_MEN_FTASSTCOACH_FEM,IL_MEN_PTASSTCOACH_FEM,IL_MEN_FTACUNIVEMP_FEM,IL_MEN_PTACUNIVEMP_FEM,IL_MEN_TOTAL_ASSTCOACH,IL_WOMEN_FTASCOACH_MALE,IL_WOMEN_PTASCOACH_MALE,IL_WOMEN_FTACUNEMP_MALE,IL_WOMEN_PTACUNEMP_MALE,IL_WOMEN_FTASTCOACH_FEM,IL_WOMEN_PTASTCOACH_FEM,IL_WOMN_FTACUNIVEMP_FEM,IL_WOMN_PTACUNIVEMP_FEM,IL_WOMEN_TOTAL_ASTCOACH,IL_SUM_FTASCOACH_MALE,IL_SUM_PTASCOACH_MALE,IL_SUM_FTACUNIVEMP_MALE,IL_SUM_PTACUNIVEMP_MALE,IL_SUM_FTASCOACH_FEM,IL_SUM_PTASCOACH_FEM,IL_SUM_FTACUNIVEMP_FEM,IL_SUM_PTACUNIVEMP_FEM,IL_SUM_TOTAL_ASSTCOACH,IL_REV_MEN,IL_REV_WOMEN,IL_TOTAL_REV_MENWOMEN,IL_REVENUE_MENALL,IL_REVENUE_WOMENALL,IL_TOTAL_REVENUE_ALL,IL_EXP_MEN,IL_EXP_WOMEN,IL_TOTAL_EXP_MENWOMEN,IL_EXPENSE_MENALL,IL_EXPENSE_WOMENALL,IL_TOTAL_EXPENSE_ALL,UNDUP_CT_PARTIC_MEN,UNDUP_CT_PARTIC_WOMEN,TOT_REVENUE_ALL_NOTALLOC,TOT_EXPENSE_ALL_NOTALLOC,GRND_TOTAL_REVENUE,GRND_TOTAL_EXPENSE,cluster,PC1,PC2,university
1315,13,207,286,493,4,8026.0,6000.0,14026,57,43,0.0,0.0,0,6800.0,4400.0,1.0,1.0,40000.0,25882.0,0.17,0.17,2150.0,1200.0,1.0,1.0,26875.0,15000.0,0.08,0.08,25.0,14.0,25,14,1049.0,26216.0,1487.0,20812.0,47028.0,1049,26216,1487,20812,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,1,0,0,1,1,0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,2,45747.0,33796.0,79543.0,45747,33796,79543,45747.0,33796.0,79543.0,45747,33796,79543,25,14,23914,23914,103457,103457,0,-7.303056711351573,-5.693451226560302,Southeastern Community College
1316,13,489,587,1076,4,6000.0,3000.0,9000,67,33,100.0,100.0,200,6125.0,3917.0,2.0,3.0,24500.0,23502.0,0.5,0.5,1000.0,2000.0,1.0,3.0,20000.0,20000.0,0.05,0.3,38.0,26.0,38,26,3751.0,56449.0,4562.0,28538.0,84987.0,3751,56449,4562,28538,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0,5,0,5,0,0,0,0,5,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0,5,0,5,0,1,0,1,6,83868.0,54826.0,138694.0,83868,54826,138694,83868.0,54826.0,138694.0,83868,54826,138694,38,26,16846,16846,155540,155540,0,-7.094760503559855,-4.354087226436746,Surry Community College
1317,13,349,543,892,4,0.0,0.0,0,0,0,0.0,0.0,0,4200.0,3500.0,1.0,1.0,18261.0,18421.0,0.23,0.19,800.0,820.0,1.0,1.0,16000.0,16400.0,0.05,0.05,13.0,11.0,13,11,1413.0,18364.0,985.0,10833.0,29197.0,1413,18364,985,10833,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2,0,2,0,0,0,0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2,0,2,0,0,0,0,2,0.0,25008.0,25008.0,0,25008,25008,0.0,24345.0,24345.0,0,24345,24345,13,11,46858,46358,109044,107881,0,-7.704462043400269,-5.408712987349021,Vance-Granville Community College
1318,1,2305,2594,4899,2,10087254.0,5492727.0,15579981,65,35,879116.0,305430.0,1184546,697977.0,146490.0,7.0,7.0,751668.0,157758.0,6.5,6.5,165955.0,52333.0,22.0,15.0,182551.0,60384.0,20.0,13.0,306.0,183.0,306,183,186377.0,5277134.0,73992.0,1399445.0,6676579.0,186377,5277134,73992,1399445,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,4.0,0.0,3.0,0.0,3.0,0.0,7.0,9,2,11,0,3,0,3,0,14,18.0,7.0,21.0,4.0,0.0,1.0,1.0,0.0,26.0,7.0,5.0,10.0,2.0,4.0,5.0,5.0,4.0,21.0,25,12,31,6,4,6,6,4,47,6634165.0,7394199.0,14028364.0,6634165,7394199,14028364,6634165.0,7394199.0,14028364.0,6634165,7394199,14028364,251,143,17771239,23043166,66995224,66995224,1,16.852526307169487,-5.901074149634265,Wake Forest University
1319,12,3851,3770,7621,4,20100.0,34787.0,54887,37,63,100.0,100.0,200,6100.0,6916.0,5.0,6.0,24400.0,27664.0,1.25,1.5,633.0,686.0,6.0,7.0,15192.0,15490.0,0.25,0.31,83.0,58.0,83,58,4192.0,58041.0,4575.0,43974.0,102015.0,4192,58041,4575,43974,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,3.0,0.0,2.0,2.0,0.0,6.0,0,9,1,8,0,2,2,0,11,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,6.0,7.0,0,7,0,7,0,6,0,6,13,143960.0,121561.0,265521.0,143960,121561,265521,142421.0,115177.0,257598.0,142421,115177,257598,83,58,417949,370874,778078,722478,0,-5.692213427754468,-1.226126043901041,Wake Technical Community College
1320,20,246,397,643,2,0.0,0.0,0,0,0,0.0,0.0,0,18540.0,18853.0,4.0,4.0,37080.0,37706.0,2.0,2.0,1750.0,2000.0,5.0,4.0,29167.0,29630.0,0.3,0.27,43.0,46.0,56,53,4119.0,43613.0,3493.0,39740.0,83353.0,6161,70162,5535,54036,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,4.0,0,5,5,0,0,4,4,0,9,0.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,0,5,0,5,0,6,0,6,11,104240.0,115576.0,219816.0,156139,143522,299661,104240.0,115575.0,219815.0,156139,143521,299660,54,49,75479,75479,488531,488531,0,-5.876764177004532,-1.7087361679519202,Warren Wilson College
1321,4,809,1235,2044,2,3025839.0,2171472.0,5197311,58,42,51243.0,26282.0,77525,47646.0,42928.0,10.0,10.0,59558.0,57237.0,8.0,7.5,15766.0,12147.0,26.0,15.0,30364.0,23510.0,13.5,7.75,403.0,242.0,403,242,24334.0,721688.0,25606.0,489134.0,1210822.0,24334,721688,25606,489134,6.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,10.0,2.0,3.0,5.0,0.0,3.0,2.0,5.0,0.0,10.0,8,6,14,0,3,3,6,0,20,9.0,15.0,9.0,15.0,0.0,4.0,2.0,2.0,28.0,1.0,5.0,1.0,5.0,4.0,6.0,6.0,4.0,16.0,10,20,10,20,4,10,8,6,44,2993166.0,3247827.0,6240993.0,2993166,3247827,6240993,2749143.0,3039534.0,5788677.0,2749143,3039534,5788677,358,192,1521260,1423674,10487289,9838136,2,5.552389322871417,3.473851260264685,Wingate University
1322,4,1227,2869,4096,1,801433.0,590565.0,1391998,58,42,11401.0,1610.0,13011,84622.0,45958.0,4.0,5.0,123087.0,70705.0,2.75,3.25,29246.0,26343.0,13.0,7.0,49058.0,81956.0,7.75,2.25,175.0,153.0,175,153,10604.0,362915.0,13184.0,353297.0,716212.0,10604,362915,13184,353297,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,5.0,2,1,3,0,3,3,5,1,9,5.0,11.0,9.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,1.0,3.0,1.0,4.0,3.0,2.0,9.0,5,15,10,10,1,4,3,2,25,452331.0,990623.0,1442954.0,452331,990623,1442954,452331.0,986273.0,1438604.0,452331,986273,1438604,175,88,1356089,1356089,5001496,5001496,2,-1.13063768880657,-1.9340052284974563,Winston-Salem State University
1323,2,3592,4222,7814,1,2054134.0,1156974.0,3211108,64,36,104531.0,76746.0,181277,125992.0,56115.0,5.0,7.0,139991.0,60432.0,4.5,6.5,47759.0,34545.0,17.0,8.0,50744.0,39480.0,16.0,7.0,284.0,203.0,284,203,23497.0,736787.0,28572.0,442330.0,1179117.0,23497,736787,28572,442330,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,7.0,6,2,8,0,4,0,4,0,12,14.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0,18.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,11.0,16,8,20,4,4,1,4,1,29,1056330.0,1832286.0,2888616.0,1056330,1832286,2888616,1056330.0,1832286.0,2888616.0,1056330,1832286,2888616,212,139,4466463,4466463,12412758,12412758,2,3.255871340774136,-3.0491182844303113,Western Carolina University
1324,12,1335,877,2212,1,63435.0,57378.0,120813,53,47,2831.0,566.0,3397,7825.0,18991.0,2.0,4.0,60192.0,59814.0,0.26,1.27,5000.0,2500.0,2.0,2.0,25000.0,25000.0,0.4,0.2,42.0,51.0,42,51,5966.0,86918.0,6932.0,80787.0,167705.0,5966,86918,6932,80787,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,0,6,2,4,0,1,0,1,7,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0,3,0,3,0,1,0,1,4,90780.0,132942.0,223722.0,90780,132942,223722,90780.0,132942.0,223722.0,90780,132942,223722,40,34,279048,279048,712445,712445,0,-6.473875835127326,-4.051808172172706,Bismarck State College
1325,9,405,499,904,1,387522.0,343506.0,731028,53,47,14766.0,8742.0,23508,21799.0,16846.0,9.0,8.0,62681.0,56625.0,3.13,2.38,6427.0,2502.0,15.0,9.0,33129.0,22518.0,2.91,1.0,257.0,122.0,257,122,15675.0,322710.0,14930.0,208068.0,530778.0,15675,322710,14930,208068,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,8.0,0,15,15,0,0,2,2,0,17,0.0,13.0,9.0,4.0,0.0,2.0,2.0,0.0,15.0,0.0,6.0,1.0,5.0,0.0,3.0,2.0,1.0,9.0,0,19,10,9,0,5,4,1,24,545427.0,615122.0,1160549.0,545427,615122,1160549,545427.0,615122.0,1160549.0,545427,615122,1160549,205,90,376834,376834,2182976,2182976,2,-1.9811939380783288,1.7336216026629052,Dickinson State University
1327,10,454,458,912,2,1383245.0,812621.0,2195866,63,37,71492.0,40448.0,111940,32618.0,27973.0,7.0,7.0,48069.0,44503.0,4.75,4.4,9891.0,6534.0,19.0,11.0,27883.0,25947.0,6.74,2.77,332.0,214.0,332,214,9167.0,372606.0,10342.0,283043.0,655649.0,9167,372606,10342,283043,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1,13,14,0,0,0,0,0,14,0.0,18.0,7.0,11.0,0.0,1.0,1.0,0.0,19.0,0.0,5.0,1.0,4.0,0.0,6.0,2.0,4.0,11.0,0,23,8,15,0,7,3,4,30,1124312.0,1201894.0,2326206.0,1124312,1201894,2326206,1124312.0,1201894.0,2326206.0,1124312,1201894,2326206,316,202,537782,537782,4409908,4409908,2,-0.7184948108004118,1.9786064694616068,University of Jamestown
1328,12,228,253,481,4,61615.0,87458.0,149073,41,59,6610.0,3984.0,10594,11415.0,15591.0,3.0,3.0,31417.0,38655.0,1.09,1.21,4893.0,1590.0,2.0,4.0,17475.0,15900.0,0.56,0.4,35.0,42.0,35,42,5709.0,70811.0,7713.0,106104.0,176915.0,5709,70811,7713,106104,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0,5,3,2,0,1,1,0,6,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,5.0,0,4,1,3,0,3,0,3,7,81905.0,150199.0,232104.0,81905,150199,232104,81905.0,150199.0,232104.0,81905,150199,232104,34,40,92469,92469,581848,581848,0,-6.327497335096907,-3.7857649535593962,Lake Region State College
1329,4,607,1124,1731,2,1452211.0,1172337.0,2624548,55,45,83576.0,51200.0,134776,56487.0,47629.0,7.0,8.0,60832.0,50804.0,6.5,7.5,13714.0,9474.0,19.0,10.0,39720.0,36579.0,6.56,2.59,311.0,194.0,311,194,18252.0,609066.0,26862.0,510981.0,1120047.0,18252,609066,26862,510981,4.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,5.0,0.0,2.0,1.0,2.0,1.0,8.0,7,5,11,1,2,1,2,1,15,5.0,18.0,5.0,18.0,0.0,1.0,0.0,1.0,24.0,1.0,9.0,1.0,9.0,1.0,7.0,1.0,7.0,18.0,6,27,6,27,1,8,1,8,42,1182656.0,1827468.0,3010124.0,1182656,1827468,3010124,1182656.0,1827468.0,3010124.0,1182656,1827468,3010124,251,138,1052525,1052525,6327422,6327422,2,1.325680228338378,2.169979098590528,University of Mary
1330,10,288,321,609,1,281130.0,145027.0,426157,66,34,21003.0,14432.0,35435,36353.0,20462.0,3.0,3.0,57399.0,40924.0,1.9,1.5,14984.0,10445.0,12.0,6.0,25361.0,25068.0,7.09,2.5,158.0,50.0,158,50,6247.0,266408.0,9781.0,155076.0,421484.0,6247,266408,9781,155076,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0,4,4,0,0,2,2,0,6,0.0,12.0,4.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,3.0,6.0,0,13,5,8,0,5,2,3,18,241701.0,281227.0,522928.0,241701,281227,522928,241701.0,281227.0,522928.0,241701,281227,522928,157,50,224915,224915,1553270,1553270,0,-4.513236202765697,-2.421810328716742,Mayville State University
1331,4,779,1240,2019,1,625100.0,432689.0,1057789,59,41,57372.0,39481.0,96853,57866.0,59998.0,6.0,6.0,63127.0,65452.0,5.5,5.5,18309.0,9034.0,18.0,13.0,26365.0,18068.0,12.5,6.5,229.0,130.0,229,130,15327.0,451881.0,20256.0,353327.0,805208.0,15327,451881,20256,353327,4.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,6.0,6,4,8,2,2,0,2,0,12,5.0,13.0,5.0,13.0,0.0,0.0,0.0,0.0,18.0,1.0,7.0,1.0,7.0,1.0,4.0,1.0,4.0,13.0,6,20,6,20,1,4,1,4,31,690786.0,1077784.0,1768570.0,690786,1077784,1768570,690786.0,1077784.0,1768570.0,690786,1077784,1768570,204,97,1195022,1195022,4889276,4889276,2,-0.4475046207922101,-0.2516675033720043,Minot State University
1332,2,4729,4058,8787,1,2683783.0,2488967.0,5172750,52,48,248921.0,171861.0,420782,103894.0,58081.0,8.0,10.0,138525.0,72601.0,6.0,8.0,58081.0,32959.0,21.0,17.0,67761.0,40022.0,18.0,14.0,261.0,270.0,261,270,97410.0,2814319.0,86086.0,1934952.0,4749271.0,97410,2814319,86086,1934952,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,9.0,0.0,1.0,0.0,1.0,0.0,10.0,9,8,17,0,1,0,1,0,18,15.0,11.0,21.0,5.0,0.0,3.0,0.0,3.0,29.0,4.0,11.0,10.0,5.0,6.0,5.0,6.0,5.0,26.0,19,22,31,10,6,8,6,8,55,6339503.0,6445878.0,12785381.0,6339503,6445878,12785381,5530701.0,6445878.0,11976579.0,5530701,6445878,11976579,216,214,4767515,4302312,25219135,23945130,1,11.939479284701427,-0.2750446305817501,University of North Dakota
1333,12,1175,562,1737,4,72690.0,97645.0,170335,43,57,7428.0,4269.0,11697,39324.0,30372.0,2.0,3.0,78648.0,70089.0,1.0,1.3,7000.0,7000.0,6.0,4.0,35000.0,35000.0,1.2,0.8,102.0,41.0,102,41,4636.0,93228.0,8588.0,117697.0,210925.0,4636,93228,8588,117697,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0,4,3,1,0,1,1,0,5,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0,6,1,5,0,4,0,4,10,0.0,189816.0,189816.0,0,189816,189816,0.0,170077.0,170077.0,0,170077,170077,100,38,70187,70187,804885,747558,0,-5.715125960317608,-3.7002701109336433,North Dakota State College of Science
1334,13,195,148,343,4,74540.0,39929.0,114469,65,35,8990.0,6120.0,15110,10250.0,10667.0,4.0,3.0,40196.0,32654.0,1.02,0.98,3262.0,2500.0,7.0,3.0,25092.0,25000.0,0.91,0.3,146.0,36.0,146,36,8934.0,255043.0,8405.0,98002.0,353045.0,8934,255043,8405,98002,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,0,5,4,1,0,2,2,0,7,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0,8,1,7,0,2,1,1,10,266588.0,89059.0,355647.0,266588,89059,355647,266588.0,89059.0,355647.0,266588,89059,355647,146,34,64009,64009,749192,749192,0,-5.699497770486155,-2.9567907270397678,Dakota College at Bottineau
1335,2,5942,4689,10631,1,2683710.0,1688570.0,4372280,61,39,290318.0,198461.0,488779,209095.0,130364.0,6.0,6.0,209095.0,130364.0,6.0,6.0,92511.0,68875.0,20.0,11.0,96115.0,68875.0,19.25,11.0,326.0,229.0,326,229,61897.0,2355305.0,77287.0,1535174.0,3890479.0,61897,2355305,77287,1535174,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,6.0,10,0,10,0,2,0,2,0,12,19.0,2.0,19.0,2.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,5.0,0.0,6.0,1.0,6.0,1.0,12.0,24,2,24,2,6,1,6,1,33,2766627.0,3951486.0,6718113.0,2766627,3951486,6718113,2766627.0,3951486.0,6718113.0,2766627,3951486,6718113,266,153,12786454,13227647,28124505,28124505,1,9.215146418691088,-5.458829829879444,North Dakota State University-Main Campus
1336,12,257,361,618,4,165000.0,100000.0,265000,62,38,9000.0,3500.0,12500,20302.0,15660.0,3.0,3.0,50755.0,39150.0,1.2,1.2,4600.0,2666.0,5.0,3.0,20909.0,19995.0,1.1,0.4,86.0,37.0,86,37,9915.0,241221.0,11400.0,142195.0,383416.0,9915,241221,11400,142195,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0,3,3,0,0,3,3,0,6,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0,5,1,4,0,3,0,3,8,321026.0,229579.0,550605.0,321026,229579,550605,321026.0,229579.0,550605.0,321026,229579,550605,86,32,367640,367640,1239556,1239556,0,-5.751942452378649,-3.5048542459806735,Williston State College
1337,16,91,71,162,2,0.0,0.0,0,0,0,106.0,36.0,142,11718.0,7250.0,3.0,3.0,26835.0,23901.0,1.31,0.91,6265.0,2000.0,8.0,3.0,20711.0,20000.0,2.42,0.3,44.0,20.0,44,20,3246.0,55605.0,4364.0,32223.0,87828.0,3246,55605,4364,32223,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,0,2,2,0,0,4,1,3,6,0.0,8.0,3.0,5.0,0.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,0,9,3,6,0,4,0,4,13,4209.0,26169.0,30378.0,4209,26169,30378,4209.0,24867.0,29076.0,4209,24867,29076,43,19,113394,140720,360577,360577,0,-6.681761741450271,-2.248980747350005,Trinity Bible College and Graduate School
1340,10,373,352,725,1,342092.0,176930.0,519022,66,34,18204.0,7917.0,26121,31359.0,27888.0,5.0,5.0,56401.0,50158.0,2.78,2.78,19081.0,12063.0,9.0,6.0,29107.0,26319.0,5.9,2.75,211.0,76.0,211,76,13010.0,423278.0,16882.0,248399.0,671677.0,13010,423278,16882,248399,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,5.0,0,9,9,0,0,1,1,0,10,0.0,11.0,6.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,4.0,0.0,3.0,2.0,1.0,7.0,0,15,6,9,0,3,2,1,18,454350.0,637081.0,1091431.0,454350,637081,1091431,427042.0,541168.0,968210.0,427042,541168,968210,193,63,624817,512009,3059807,2728851,0,-3.4416114519690937,-1.34275468261467,Valley City State University
1341,1,7363,6004,13367,1,3860824.0,2919919.0,6930901,56,42,344552.0,147105.0,493408,256841.0,102618.0,5.0,8.0,285379.0,109459.0,4.5,7.5,70037.0,37707.0,23.0,17.0,87073.0,44208.0,18.5,14.5,295.0,241.0,302,251,61641.0,2082075.0,58929.0,1034262.0,3116337.0,64198,2099975,61486,1059833,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,4.0,0.0,4.0,0.0,4.0,0.0,8.0,7,3,9,1,4,0,4,0,14,14.0,8.0,17.0,5.0,0.0,1.0,1.0,0.0,23.0,6.0,3.0,9.0,0.0,5.0,3.0,6.0,2.0,17.0,20,11,26,5,5,4,7,2,40,2135629.0,4899862.0,7035491.0,2227504,5031111,7258615,2135629.0,4899862.0,7035491.0,2227504,5031111,7258615,228,185,13389856,13272307,32430238,32312689,1,9.624508589129512,-3.640414665941597,University of Akron Main Campus
1342,4,1614,1648,3262,2,1906509.0,878466.0,2784975,68,32,53245.0,18670.0,71915,48276.0,34352.0,9.0,9.0,54311.0,38646.0,8.0,8.0,19754.0,12991.0,21.0,11.0,27656.0,19053.0,15.0,7.5,479.0,218.0,479,218,14732.0,702424.0,27284.0,434132.0,1136556.0,14732,702424,27284,434132,5.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,3.0,2.0,4.0,0.0,4.0,0.0,9.0,6,8,10,4,4,0,4,0,18,8.0,12.0,9.0,11.0,1.0,0.0,1.0,0.0,21.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,11.0,9,16,11,14,4,3,4,3,32,1558158.0,1488801.0,3046959.0,1558158,1488801,3046959,1558158.0,1488801.0,3046959.0,1558158,1488801,3046959,402,158,1257357,1257357,7393054,7393054,2,2.7788978033613243,1.5976470212810243,Ashland University
1343,6,1393,1620,3013,2,0.0,0.0,0,0,0,84148.0,39040.0,123188,31015.0,26103.0,10.0,9.0,54033.0,49667.0,5.74,4.73,10974.0,9505.0,34.0,19.0,35467.0,40311.0,10.52,4.48,487.0,201.0,487,201,17652.0,674130.0,17777.0,354056.0,1028186.0,17652,674130,17777,354056,0.0,9.0,7.0,2.0,0.0,1.0,1.0,0.0,10.0,0.0,6.0,4.0,2.0,0.0,3.0,3.0,0.0,9.0,0,15,11,4,0,4,4,0,19,0.0,45.0,11.0,34.0,0.0,1.0,0.0,1.0,46.0,0.0,15.0,4.0,11.0,0.0,7.0,0.0,7.0,22.0,0,60,15,45,0,8,0,8,68,988062.0,811621.0,1799683.0,988062,811621,1799683,988062.0,811621.0,1799683.0,988062,811621,1799683,436,163,1420508,1420508,4264824,4264824,3,1.02203977326012,8.975131068693331,Baldwin Wallace University
